Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	rRNA processing (GO:0006364)	15/173	2.948223096250015e-07	4.88064932570116e-05	0	0	5.679020734643162	85.39482714490289	RPL41;NOP58;DIS3;RPL34;RPL36A;DDX52;UTP18;WDR43;RPS28;RPS27;SBDS;RPL38;RPL37;RPL39;RRP15
GO_Biological_Process_2021	rRNA metabolic process (GO:0016072)	14/162	7.646041260924795e-07	0.00011602867613453376	0	0	5.644144144144144	79.49160471609443	RPL41;NOP58;DIS3;RPL34;RPL36A;DDX52;UTP18;WDR43;RPS28;RPS27;SBDS;RPL38;RPL37;RPL39
GO_Biological_Process_2021	translation (GO:0006412)	16/214	8.845704637126735e-07	0.00012390790880159833	0	0	4.838787878787879	67.44381737781265	PTCD3;RPL41;RPL34;TMA7;RPL36A;AIMP1;RPS28;RPS27;RPS29;AGO2;RPL38;RPL22L1;RPL37;RPL39;RPS21;ZC3H15
GO_Biological_Process_2021	regulation of myeloid cell differentiation (GO:0045637)	9/68	2.229073159879369e-06	0.00028993873029573795	0	0	9.005513579742699	117.19707545184168	HSPA9;KMT2D;RBM15;KMT2A;AGO3;KMT2C;EP300;CDC73;TNRC6A
GO_Biological_Process_2021	positive regulation of mRNA catabolic process (GO:0061014)	7/44	8.774911271468062e-06	0.0010652742283562	0	0	11.11458164751578	129.41389736566776	METTL14;YTHDF3;CELF1;CNOT1;AGO2;PABPC1;TNRC6A
GO_Biological_Process_2021	protein acetylation (GO:0006473)	6/31	1.2076160883487572e-05	0.0012974420856904	0	0	14.066149253731345	159.28897361817445	NAA50;ESCO1;GTF2B;KAT6A;EP300;NAA15
GO_Biological_Process_2021	regulation of translation (GO:0006417)	13/178	1.2112309421601871e-05	0.0012974420856904	0	0	4.6825942350332594	53.01299939649007	YTHDF3;FXR1;METTL14;RPS6KB1;CNOT1;CSDE1;EIF3E;EIF1B;EIF4E;EIF4G2;EIF4B;EIF2A;PAIP1
GO_Biological_Process_2021	mRNA processing (GO:0006397)	17/300	1.7042087661318482e-05	0.0016252116082289	0	0	3.592374471055272	39.443641333682976	SRRM2;RBM15;CELF1;CWF19L2;CWC15;SUPT5H;WDR33;LSM8;ALKBH5;RBM15B;METTL14;SON;HNRNPH1;DHX15;PAPOLA;HNRNPH3;PABPC1
GO_Biological_Process_2021	post-transcriptional gene silencing by RNA (GO:0035194)	5/20	1.7572517692323235e-05	0.0016252116082289	0	0	19.48809523809524	213.37855292208087	AGO3;CELF1;CNOT1;AGO2;TNRC6A
GO_Biological_Process_2021	RNA metabolic process (GO:0016070)	11/133	1.784966071640846e-05	0.0016252116082289	0	0	5.337978142076503	58.36292311024319	DUSP11;LSM8;METTL14;ATXN1;AGO3;DDX24;HNRNPH1;AGO2;PAPOLA;ADAR;HNRNPH3
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	23/511	2.5078810484363765e-05	0.0021746911377155	0	0	2.841356067635839	30.09986933822445	ANKRD49;ATMIN;KMT2A;NCOA6;FBXW11;DYRK1A;RNF6;FOXK1;RNF4;TRERF1;RLF;NFKB1;NSD3;DNAJC2;ELF1;MED13;MDFIC;KAT6A;WAC;EP300;QRICH1;NAA15;CDK5RAP2
GO_Biological_Process_2021	regulation of megakaryocyte differentiation (GO:0045652)	7/54	3.504551996786647e-05	0.0029008132664311	0	0	8.74531787488852	89.71701596702408	KMT2D;RBM15;KMT2A;AGO3;KMT2C;EP300;TNRC6A
GO_Biological_Process_2021	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213)	4/13	5.256556576889746e-05	0.0041618215332679	0	0	25.91493570722057	255.3515049942341	CNOT1;AGO2;PABPC1;TNRC6A
GO_Biological_Process_2021	negative regulation of autophagy (GO:0010507)	7/59	6.276405398478744e-05	0.0047622225960957	0	0	7.902406725011516	76.46469927280225	USP36;SMG1;TLK2;FOXK1;TAB2;EIF4E;EIF4G2
GO_Biological_Process_2021	regulation of DNA-templated transcription, initiation (GO:2000142)	7/61	7.79603947003479e-05	0.0056786351499733	0	0	7.60894876912841	71.9754022935598	MED23;MED13;AGO3;MED15;MED6;NFKB1;TNRC6A
GO_Biological_Process_2021	regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211)	4/15	9.767876130136256e-05	0.00684127016653	0	0	21.20097113568924	195.76608717833733	CNOT1;AGO2;PABPC1;TNRC6A
GO_Biological_Process_2021	regulation of transcription initiation from RNA polymerase II promoter (GO:0060260)	7/64	0.0001062671404179769	0.0070942250406681	0	0	7.207374724235739	65.94426742033255	MED23;MED13;AGO3;MED15;MED6;NFKB1;TNRC6A
GO_Biological_Process_2021	peptide biosynthetic process (GO:0043043)	11/162	0.0001090819885440468	0.0070942250406681	0	0	4.306401766004415	39.28907225195308	RPL41;RPS28;RPS27;RPS29;RPL34;AGO2;RPL36A;RPL38;RPL37;RPL39;RPS21
GO_Biological_Process_2021	regulation of RNA metabolic process (GO:0051252)	7/65	0.00011737260373807302	0.0073701900485183	0	0	7.082748296510427	64.09998433045685	USP36;MBNL1;SON;CELF1;HNRNPH1;HNRNPH3;RC3H2
GO_Biological_Process_2021	Golgi to endosome transport (GO:0006895)	4/16	0.00012849305125425055	0.007799528211133	0	0	19.433234421364983	174.1147014892697	MON2;RAB14;VPS13C;EPS15
GO_Biological_Process_2021	post-Golgi vesicle-mediated transport (GO:0006892)	8/89	0.00013995753528493982	0.0082213765081895	0	0	5.8066955844733625	51.52961246931599	BLOC1S6;MON2;EXOC8;RAB14;AP1G1;VPS13C;ACBD3;EPS15
GO_Biological_Process_2021	endosome to lysosome transport via multivesicular body sorting pathway (GO:0032510)	3/7	0.00016342730966049343	0.0087529744379928	0	0	43.61316568047337	380.269395790268	CHMP2B;CHMP3;LYST
GO_Biological_Process_2021	miRNA loading onto RISC involved in gene silencing by miRNA (GO:0035280)	3/7	0.00016342730966049343	0.0087529744379928	0	0	43.61316568047337	380.269395790268	AGO3;AGO2;ADAR
GO_Biological_Process_2021	mitochondrion-endoplasmic reticulum membrane tethering (GO:1990456)	3/7	0.00016342730966049343	0.0087529744379928	0	0	43.61316568047337	380.269395790268	VMP1;ATP2A2;PDZD8
GO_Biological_Process_2021	regulation of cellular response to stress (GO:0080135)	9/118	0.00019199244722447727	0.0097608867484506	0	0	4.8621089864043325	41.61019380768095	DNAJC2;SMG1;HSP90AB1;DNAJB6;AMFR;CHORDC1;MAPKAPK2;EP300;NUP88
GO_Biological_Process_2021	gene silencing by miRNA (GO:0035195)	5/32	0.00019296645960693217	0.0097608867484506	0	0	10.82010582010582	92.54430198280188	AGO3;CNOT1;AGO2;ADAR;TNRC6A
GO_Biological_Process_2021	regulation of mRNA stability (GO:0043488)	10/146	0.00020761932586423344	0.0102182376323991	0	0	4.336902434689888	36.776083997518455	FXR1;METTL14;YTHDF3;CELF1;DIS3;MAPKAPK2;PABPC1;TNPO1;RC3H2;PAIP1
GO_Biological_Process_2021	histone H3-K4 monomethylation (GO:0097692)	3/8	0.0002581806912207569	0.0123722904924473	0	0	34.888757396449705	288.24571046091995	KMT2D;KMT2A;KMT2C
GO_Biological_Process_2021	regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	6/54	0.00030474026695893425	0.0142290263110825	0	0	7.317537313432836	59.24315329286416	FXR1;KHDRBS1;MBNL1;RBM15B;RBM15;CELF1
GO_Biological_Process_2021	regulation of RNA splicing (GO:0043484)	7/76	0.00031414588486916746	0.0143014914086688	0	0	5.9502733663108565	47.99284069463821	KHDRBS1;MBNL1;SON;CELF1;HNRNPH1;DYRK1A;HNRNPH3
GO_Biological_Process_2021	peptidyl-serine phosphorylation (GO:0018105)	10/156	0.00035404265448130075	0.0157246749709865	0	0	4.037785043247941	32.084616110489314	MAP4K1;LATS1;SMG1;RPS6KB1;WNK1;MAPKAPK2;DYRK1A;TLK2;RICTOR;MARK3
GO_Biological_Process_2021	small RNA loading onto RISC (GO:0070922)	3/9	0.0003823829176401061	0.0165051035236814	0	0	29.07248520710059	228.77394590455492	AGO3;AGO2;ADAR
GO_Biological_Process_2021	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	13/251	0.00039763697437746905	0.0165051035236814	0	0	3.234179647468744	25.32353315118454	SRRM2;RBM15;CWF19L2;CWC15;WDR33;LSM8;RBM15B;METTL14;HNRNPH1;DHX15;PAPOLA;HNRNPH3;PABPC1
GO_Biological_Process_2021	regulation of cellular response to heat (GO:1900034)	7/79	0.00039880535696978784	0.0165051035236814	0	0	5.701472055888224	44.6256332333234	DNAJC2;HSP90AB1;DNAJB6;CHORDC1;MAPKAPK2;EP300;NUP88
GO_Biological_Process_2021	mRNA destabilization (GO:0061157)	5/38	0.0004423832612910305	0.017901775973577	0	0	8.850108225108226	68.35234126848049	METTL14;YTHDF3;CELF1;CNOT1;RC3H2
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	36/1183	0.0005568319755345579	0.0220432832054006	0	0	1.9049894950476651	14.27455686312264	KMT2D;KMT2A;KMT2C;NLRC5;RNF6;FOXK1;RNF4;RLF;WDR43;NSD3;MED13;ZNF507;NAMPT;EP300;CDK5RAP2;KLF10;MEF2A;ANKRD49;ATMIN;NCOA6;FBXW11;DYRK1A;SUPT5H;TRERF1;MED6;NFKB1;MLLT10;DNAJC2;ELF1;MDFIC;KAT6A;AGO2;CREBRF;WAC;QRICH1;NAA15
GO_Biological_Process_2021	peptidyl-serine modification (GO:0018209)	10/169	0.0006644851641329525	0.025745265614598	0	0	3.705181553896141	27.10895345251067	MAP4K1;LATS1;SMG1;RPS6KB1;WNK1;MAPKAPK2;DYRK1A;TLK2;RICTOR;MARK3
GO_Biological_Process_2021	miRNA mediated inhibition of translation (GO:0035278)	3/11	0.0007322904562963394	0.0272143045084823	0	0	21.8021449704142	157.3969517302191	AGO3;AGO2;TNRC6A
GO_Biological_Process_2021	negative regulation of translation, ncRNA-mediated (GO:0040033)	3/11	0.0007322904562963394	0.0272143045084823	0	0	21.8021449704142	157.3969517302191	AGO3;AGO2;TNRC6A
GO_Biological_Process_2021	histone modification (GO:0016570)	8/114	0.0007555481823710349	0.027517064801953	0	0	4.43152586548813	31.85410484581639	NAA50;NSD3;USP36;ATXN7;USP3;KAT6A;EP300;TRERF1
GO_Biological_Process_2021	cytosolic transport (GO:0016482)	8/116	0.0008470183749321911	0.0300023873484956	0	0	4.349015682349016	30.76401568239084	MON2;RAB14;AP1G1;DCTN1;VPS13C;WASHC2C;TBC1D23;EPS15
GO_Biological_Process_2021	regulation of mRNA splicing, via spliceosome (GO:0048024)	7/90	0.0008765833104964367	0.0300023873484956	0	0	4.943077700021643	34.79669072086495	FXR1;KHDRBS1;MBNL1;RBM15B;RBM15;SON;CELF1
GO_Biological_Process_2021	negative regulation of translation (GO:0017148)	7/90	0.0008765833104964367	0.0300023873484956	0	0	4.943077700021643	34.79669072086495	FXR1;METTL14;YTHDF3;CELF1;CNOT1;AGO2;EIF3E
GO_Biological_Process_2021	mRNA splicing, via spliceosome (GO:0000398)	13/274	0.000901580385716639	0.0300023873484956	0	0	2.945682646481637	20.6532454582268	SRRM2;RBM15;CWF19L2;CWC15;WDR33;LSM8;RBM15B;METTL14;HNRNPH1;DHX15;PAPOLA;HNRNPH3;PABPC1
GO_Biological_Process_2021	RNA polyadenylation (GO:0043631)	4/26	0.0009226434330124956	0.0300023873484956	0	0	10.594550849743728	74.03755761788227	PAPOLA;PABPC1;CDC73;WDR33
GO_Biological_Process_2021	mRNA polyadenylation (GO:0006378)	4/26	0.0009226434330124956	0.0300023873484956	0	0	10.594550849743728	74.03755761788227	PAPOLA;PABPC1;CDC73;WDR33
GO_Biological_Process_2021	protein modification by small protein removal (GO:0070646)	13/276	0.0009635131338733992	0.0307817090663764	0	0	2.922980617638876	20.29987952552786	OTUD4;USP36;INO80D;DESI2;SIAH2;USP3;USP33;USP34;FOXK1;SENP5;ATXN7;EP300;BIRC3
GO_Biological_Process_2021	RNA processing (GO:0006396)	10/179	0.0010331774347884	0.0324382087715468	0	0	3.484152380271367	23.953952950551955	DUSP11;ALKBH5;MBNL1;ATXN1;SON;CELF1;HNRNPH1;DHX15;ADAR;HNRNPH3
GO_Biological_Process_2021	cellular macromolecule biosynthetic process (GO:0034645)	14/314	0.0010571532591789	0.0326284082197431	0	0	2.762752293577982	18.930863822055144	MEF2A;RPL41;RPL34;RPL36A;ORC4;RPS28;RPS27;RPS29;AGO2;RPL38;RPL37;RPL39;RPS21;EIF4G2
GO_Biological_Process_2021	regulation of mRNA catabolic process (GO:0061013)	8/122	0.0011758982917618	0.0356885131549725	0	0	4.118855697803066	27.784659284195826	FXR1;YTHDF3;CNOT1;DIS3;MAPKAPK2;PABPC1;TNPO1;RC3H2
GO_Biological_Process_2021	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	20/547	0.0012114836295117	0.0361657653990322	0	0	2.261906873089905	15.190761925809648	KLF10;KHDRBS1;RBM15;FBXW11;EED;WWP1;ARID4A;FOXK1;PDS5A;PHC3;TRERF1;NCOR2;FXR1;RBM15B;ATXN1;BTAF1;MDFIC;CNOT1;KAT6A;CIR1
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	57/2244	0.0013639818374453	0.0400614665481932	0	0	1.6034312873123515	10.5783926496661	PHF1;ZNF292;JMJD1C;ARID4A;IKZF3;MED13;EP300;CIR1;CDK5RAP2;KLF10;MEF2A;ANKRD49;RBM15;KDM2A;ATMIN;NCOA6;FBXW11;EED;DYRK1A;RHOH;MED6;NCOR2;MED23;DNAJC2;ELF1;MDFIC;KAT6A;WAC;KDM7A;KMT2D;KHDRBS1;KMT2A;RNF6;FOXK1;RNF4;RLF;RELB;NSD3;RBM15B;ATXN1;BTAF1;TTC21B;MXI1;CAMTA1;GPBP1L1;ZNF267;ZBTB10;WWP1;SUPT5H;PHC3;TRERF1;YY1AP1;NFKB1;CREBRF;HBP1;QRICH1;NAA15
GO_Biological_Process_2021	mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	7/99	0.0015337778632499	0.0426639847287562	0	0	4.457465503775059	28.884471833523754	ALKBH5;SMG1;RBM15B;NUP88;SMG7;EIF4E;WDR33
GO_Biological_Process_2021	N-terminal protein amino acid modification (GO:0031365)	3/14	0.0015552678846397	0.0426639847287562	0	0	15.8536847767617	102.5116296430248	NAA50;NAA15;METAP2
GO_Biological_Process_2021	nuclear migration (GO:0007097)	3/14	0.0015552678846397	0.0426639847287562	0	0	15.8536847767617	102.5116296430248	PCM1;DCTN1;FBXW11
GO_Biological_Process_2021	pre-miRNA processing (GO:0031054)	3/14	0.0015552678846397	0.0426639847287562	0	0	15.8536847767617	102.5116296430248	AGO3;AGO2;ADAR
GO_Biological_Process_2021	ribosome assembly (GO:0042255)	5/50	0.0015806588727838	0.0426639847287562	0	0	6.486111111111111	41.83485568794942	RPS28;RPS27;SBDS;EIF2A;MRPL22
GO_Biological_Process_2021	T cell receptor signaling pathway (GO:0050852)	9/158	0.0015931636252363	0.0426639847287562	0	0	3.5495673971051995	22.86643221817328	KHDRBS1;FBXW11;WNK1;NFKBIZ;TAB2;RC3H2;HLA-DQA1;NFKB1;HLA-DQB1
GO_Biological_Process_2021	positive regulation of translation (GO:0045727)	7/100	0.0016256117435758	0.0429020142761103	0	0	4.409310411435194	28.316022998319376	FXR1;KHDRBS1;METTL14;YTHDF3;RPS6KB1;AGO2;EIF3E
GO_Biological_Process_2021	positive regulation of macromolecule biosynthetic process (GO:0010557)	8/129	0.0016804693409575	0.0437162095697671	0	0	3.879184970094061	24.78287979425149	FXR1;METTL14;YTHDF3;RPS6KB1;NAMPT;NLRC5;EIF3E;NFKB1
GO_Biological_Process_2021	mitotic sister chromatid segregation (GO:0000070)	7/102	0.0018220762213266	0.046732405620222	0	0	4.316041601008509	27.224635051013248	EML4;NAA50;CHMP2B;ZNF207;CHMP3;PDS5A;MCPH1
GO_Biological_Process_2021	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)	3/15	0.0019196670031885	0.0478864878466612	0	0	14.53180473372781	90.90520919045882	CNOT1;AGO2;PABPC1
GO_Biological_Process_2021	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)	3/15	0.0019196670031885	0.0478864878466612	0	0	14.53180473372781	90.90520919045882	CNOT1;AGO2;PABPC1
GO_Biological_Process_2021	mRNA transport (GO:0051028)	7/104	0.002036481507976	0.049724518571128	0	0	4.226618927094265	26.190378212955192	ALKBH5;SMG1;RBM15B;NUP88;SMG7;EIF4E;WDR33
GO_Biological_Process_2021	regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	4/32	0.0020479620498817	0.049724518571128	0	0	8.321746502755405	51.51918449275269	LATS1;KMT2D;UFM1;CNOT1
GO_Biological_Process_2021	regulation of autophagy (GO:0010506)	11/231	0.0021333878288199	0.0511170952142252	0	0	2.9453030303030303	18.11374332645469	USP36;MTMR3;EXOC8;USP33;ITPR1;TLK2;EP300;TAB2;FOXK1;EIF4E;EIF4G2
GO_Biological_Process_2021	protein deubiquitination (GO:0016579)	12/267	0.0022103734247289	0.0522738961874207	0	0	2.7754693366708385	16.970867618249734	OTUD4;USP36;INO80D;ATXN7;DESI2;SIAH2;USP3;USP33;USP34;EP300;FOXK1;BIRC3
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	16/417	0.0022697168002896	0.0523227190527591	0	0	2.3643046230577403	14.394123478888035	MBTPS1;RPL41;SIAH2;RPL34;RPL36A;RABGGTB;RPS28;ADAM17;RPS27;RPS29;AGO2;ST8SIA4;RPL38;RPL37;RPS21;RPL39
GO_Biological_Process_2021	RNA export from nucleus (GO:0006405)	7/106	0.0022699037919648	0.0523227190527591	0	0	4.140809290509889	25.20932079448919	ALKBH5;SMG1;RBM15B;NUP88;SMG7;EIF4E;WDR33
GO_Biological_Process_2021	N-terminal protein amino acid acetylation (GO:0006474)	3/16	0.0023330168076298	0.0526680937828638	0	0	13.413290851160674	81.29249773496767	NAA50;EP300;NAA15
GO_Biological_Process_2021	ribonucleoprotein complex assembly (GO:0022618)	8/136	0.002342732342895	0.0526680937828638	0	0	3.665728228228229	22.201253403688145	RPS28;RPS27;HSP90AB1;CELF1;RPL38;CDC73;EIF4B;EIF3A
GO_Biological_Process_2021	mRNA export from nucleus (GO:0006406)	7/107	0.0023940891390095	0.0531662966114197	0	0	4.099191616766468	24.73760660392921	ALKBH5;SMG1;RBM15B;NUP88;SMG7;EIF4E;WDR33
GO_Biological_Process_2021	autophagosome maturation (GO:0097352)	4/34	0.002571535252938	0.0564188638024112	0	0	7.766172106824926	46.31164277538798	VMP1;ATP2A2;EPG5;CHMP3
GO_Biological_Process_2021	negative regulation of nucleic acid-templated transcription (GO:1903507)	17/464	0.0027056497490317	0.0579732595162784	0	0	2.255116413953103	13.333180036611749	KLF10;KHDRBS1;RBM15;FBXW11;EED;WWP1;ARID4A;FOXK1;PHC3;TRERF1;NCOR2;RBM15B;ATXN1;BTAF1;MDFIC;KAT6A;CIR1
GO_Biological_Process_2021	RNA interference (GO:0016246)	3/17	0.0027974270367855	0.0579732595162784	0	0	12.454564666103128	73.22107316020771	AGO3;CELF1;AGO2
GO_Biological_Process_2021	response to endoplasmic reticulum stress (GO:0034976)	7/110	0.0027982209193868	0.0579732595162784	0	0	3.979187256554852	23.392732436755004	MBTPS1;UFM1;GORASP2;ITPR1;ATP2A2;QRICH1;BBC3
GO_Biological_Process_2021	regulation of miRNA metabolic process (GO:2000628)	2/5	0.0028015633374148	0.0579732595162784	0	0	38.65486725663717	227.19698512001204	NFKB1;RC3H2
GO_Biological_Process_2021	mRNA cleavage involved in gene silencing by miRNA (GO:0035279)	2/5	0.0028015633374148	0.0579732595162784	0	0	38.65486725663717	227.19698512001204	AGO3;AGO2
GO_Biological_Process_2021	axonal transport (GO:0098930)	4/36	0.0031802558564701	0.0650701788160917	0	0	7.280044510385757	41.866033577639534	RAB21;BLOC1S6;DCTN1;FBXW11
GO_Biological_Process_2021	mitotic cell cycle phase transition (GO:0044772)	10/209	0.0032349210137167	0.0654532351775358	0	0	2.954348783190879	16.939499603051175	LATS1;KHDRBS1;PCM1;RPS6KB1;FBXW11;DCTN1;CCNG1;SFI1;EIF4E;CDK5RAP2
GO_Biological_Process_2021	RNA destabilization (GO:0050779)	3/18	0.0033148564604821	0.0663335562037144	0	0	11.623668639053257	66.36348742325744	METTL14;YTHDF3;CELF1
GO_Biological_Process_2021	regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143)	4/37	0.0035185228669429	0.0696438058772086	0	0	7.059077421095226	39.88176865671131	LATS1;UFM1;EP300;RNF6
GO_Biological_Process_2021	histone deubiquitination (GO:0016578)	3/19	0.0038871184749869	0.0745099236100127	0	0	10.896634615384617	60.47727173285107	USP36;ATXN7;USP3
GO_Biological_Process_2021	negative regulation of protein localization to nucleus (GO:1900181)	3/19	0.0038871184749869	0.0745099236100127	0	0	10.896634615384617	60.47727173285107	LATS1;UFM1;MDFIC
GO_Biological_Process_2021	peptidyl-lysine dimethylation (GO:0018027)	3/19	0.0038871184749869	0.0745099236100127	0	0	10.896634615384617	60.47727173285107	KMT2D;KMT2A;ASH1L
GO_Biological_Process_2021	protein geranylgeranylation (GO:0018344)	2/6	0.0041550609173395	0.078816311775785	0	0	28.98967551622419	158.96280393213084	PGGT1B;RABGGTB
GO_Biological_Process_2021	positive regulation of viral process (GO:0048524)	5/63	0.004381669382011	0.0822579375736296	0	0	5.028992200328407	27.309064533261505	MDFIC;STAU1;ADAR;PABPC1;SUPT5H
GO_Biological_Process_2021	regulation of apoptotic process (GO:0042981)	23/742	0.0044343847660769	0.0823981087655727	0	0	1.905249254292737	10.323338534056347	TOMM70;HSPA9;USP36;ANKLE2;BCL2A1;SIAH2;RABGGTB;IKZF3;NFKB1;IFIT2;RHOB;LATS1;DNAJA1;UFM1;SPTLC1;SON;RPS6KB1;MADD;QRICH1;NAA15;CD44;MAP4K4;BIRC3
GO_Biological_Process_2021	macroautophagy (GO:0016236)	7/120	0.0045312842544726	0.0833481679534815	0	0	3.625192093688729	19.564254995801694	TOMM70;MTMR3;CHMP2B;TOMM7;EPG5;CHMP3;ARL8B
GO_Biological_Process_2021	antigen receptor-mediated signaling pathway (GO:0050851)	9/185	0.0045854612079556	0.0835012485968719	0	0	3.000872809419496	16.159293723696948	KHDRBS1;FBXW11;WNK1;NFKBIZ;TAB2;RC3H2;HLA-DQA1;NFKB1;HLA-DQB1
GO_Biological_Process_2021	ribosomal small subunit biogenesis (GO:0042274)	4/40	0.0046781222935147	0.0843451554107958	0	0	6.469831849653808	34.70973219095508	LTV1;RPS28;RPS27;DDX52
GO_Biological_Process_2021	autophagosome membrane docking (GO:0016240)	2/7	0.0057517218799382	0.0978867807791364	0	0	23.1905604719764	119.62284796742613	VMP1;ATP2A2
GO_Biological_Process_2021	regulation of protein deubiquitination (GO:0090085)	2/7	0.0057517218799382	0.0978867807791364	0	0	23.1905604719764	119.62284796742613	OTUD4;TANK
GO_Biological_Process_2021	histone H3-K4 dimethylation (GO:0044648)	2/7	0.0057517218799382	0.0978867807791364	0	0	23.1905604719764	119.62284796742613	KMT2D;KMT2A
GO_Biological_Process_2021	ribosomal small subunit export from nucleus (GO:0000056)	2/7	0.0057517218799382	0.0978867807791364	0	0	23.1905604719764	119.62284796742613	LTV1;NUP88
GO_Biological_Process_2021	negative regulation of protein import (GO:1904590)	2/7	0.0057517218799382	0.0978867807791364	0	0	23.1905604719764	119.62284796742613	UFM1;MDFIC
GO_Biological_Process_2021	negative regulation of protein import into nucleus (GO:0042308)	2/7	0.0057517218799382	0.0978867807791364	0	0	23.1905604719764	119.62284796742613	UFM1;MDFIC
GO_Biological_Process_2021	membrane protein intracellular domain proteolysis (GO:0031293)	3/22	0.0059489663809522	0.0993859429331571	0	0	9.174711927748366	47.01615800448022	MBTPS1;ADAM17;NFKB1
GO_Biological_Process_2021	positive regulation of translational initiation (GO:0045948)	3/22	0.0059489663809522	0.0993859429331571	0	0	9.174711927748366	47.01615800448022	KHDRBS1;YTHDF3;RPS6KB1
