Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Antigen processing and presentation	14/78	7.506047644371119e-05	0.001869688231416	0	0	3.820117006487489	36.28047794800569	HLA-DRB5;HSP90AB1;KLRC2;KLRC3;KLRC4;HLA-G;TAPBP;HLA-DMA;CD8B;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	RNA degradation	14/79	8.670218013809e-05	0.0019796997798197	0	0	3.76114636059029	35.17812049475357	HSPA9;BTG3;ZCCHC7;DIS3;PABPC4;ENO2;CNOT4;LSM8;XRN1;CNOT1;EXOSC9;DHX36;PABPC1;DCP1A
KEGG_2021_Human	Allograft rejection	9/38	0.00016271845312894372	0.0034296043197946	0	0	5.40469525384909	47.147800308970936	HLA-DMA;HLA-DRB5;FAS;HLA-DQA2;HLA-G;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Leishmaniasis	13/77	0.0002540167448939269	0.0049714705786382	0	0	3.543967013888889	29.33735008272658	HLA-DRB5;NCF1;ITGA4;PRKCB;NCF4;NFKB1;HLA-DMA;TAB2;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Viral carcinogenesis	24/203	0.00031261586697224457	0.005710449836693	0	0	2.3489399062455907	18.95720262635718	EGR2;SP100;EGR3;CDKN2A;GTF2B;EIF2AK2;PIK3R1;TRAF1;HLA-G;NFKB1;NFKB2;CDC42;SNW1;RBL1;MAPKAPK2;EP300;PMAIP1;KRAS;CCR5;IL6ST;PRKACB;YWHAG;IRF9;YWHAH
KEGG_2021_Human	Graft-versus-host disease	9/42	0.000365591626352666	0.0062607566012894	0	0	4.748574303924857	37.5801867572095	HLA-DMA;HLA-DRB5;FAS;HLA-DQA2;HLA-G;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Type I diabetes mellitus	9/43	0.0004402071822746109	0.0070951039966613	0	0	4.608666160191014	35.616993719243666	HLA-DMA;HLA-DRB5;FAS;HLA-DQA2;HLA-G;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	C-type lectin receptor signaling pathway	15/104	0.0005193341945861441	0.007905420517589	0	0	2.942090012716016	22.250917796516266	EGR2;EGR3;CBLB;ITPR3;PTPN11;PIK3R1;NFKB1;NFKB2;RELB;CYLD;PPP3CC;MAPKAPK2;BCL3;KRAS;IRF9
KEGG_2021_Human	Inflammatory bowel disease	11/65	0.0007295246348562489	0.0105205131552953	0	0	3.549377011022113	25.63756692223572	HLA-DMA;HLA-DRB5;SMAD3;IL21R;RORA;HLA-DQA2;HLA-DQA1;NFKB1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Asthma	7/31	0.0011812216403728	0.0161827364731077	0	0	5.07140116635973	34.1873604152981	HLA-DMA;HLA-DRB5;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Human immunodeficiency virus 1 infection	23/212	0.0013562102231075	0.0176953143395932	0	0	2.1288335064036	14.056817649985089	CUL5;PRKCB;CGAS;CD3G;ITPR3;PIK3R1;HLA-G;CD3D;NFKB1;TAPBP;DCAF1;GNAO1;WEE1;PPP3CC;AP1G1;GNAQ;BCL2;FAS;TAB2;KRAS;GNB5;CCR5;APOBEC3A
KEGG_2021_Human	Th1 and Th2 cell differentiation	13/92	0.0014501261081028	0.0180606615281898	0	0	2.8687763713080168	18.750622882186367	NOTCH2;HLA-DRB5;CD3G;CD3D;NFKB1;HLA-DMA;PPP3CC;PRKCQ;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	p53 signaling pathway	11/73	0.0019491578241213	0.0232204019047504	0	0	3.090081092361815	19.28321190927295	COP1;SESN3;CDKN2A;PERP;CCNG1;BCL2;PMAIP1;TNFRSF10B;FAS;MDM4;BBC3
KEGG_2021_Human	Sphingolipid signaling pathway	15/119	0.0021064307812442	0.0232439548257958	0	0	2.5157431853860426	15.50392232019288	ABCC1;PRKCB;PIK3R1;GAB2;PPP2R5C;NFKB1;GNA13;PPP2CA;SPTLC1;PPP2R2B;GNAQ;PPP2R2D;BCL2;S1PR1;KRAS
KEGG_2021_Human	Autoimmune thyroid disease	9/53	0.002120798797974	0.0232439548257958	0	0	3.559355082187185	21.91125630252622	HLA-DMA;HLA-DRB5;FAS;HLA-G;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Hepatitis C	18/157	0.0023633057185957	0.0249056064190474	0	0	2.260826501589426	13.672786669367916	RSAD2;MX2;MX1;EIF2AK2;PIK3R1;NFKB1;PIAS1;PPP2CA;PPP2R2B;OAS3;PPP2R2D;FAS;E2F3;EIF3E;KRAS;YWHAG;IRF9;YWHAH
KEGG_2021_Human	Protein processing in endoplasmic reticulum	19/171	0.0026030373613724	0.0264160087783726	0	0	2.1828445065176907	12.990274209050746	ERO1B;MBTPS1;SEC24B;HSP90AB1;AMFR;EIF2AK2;UBE2G1;UBE2G2;SVIP;UBE2J1;HERPUD1;ERN1;DNAJA1;SEC61G;CAPN2;BCL2;SEC62;SEC24C;SEC63
KEGG_2021_Human	Cell cycle	15/124	0.0031534874862393	0.0308591275439134	0	0	2.3997038348283435	13.820485432027125	SMAD3;PRKDC;CDKN2A;CDC14A;CDC25B;WEE1;STAG2;DBF4;RBL1;PTTG1;CDC27;EP300;E2F3;YWHAG;YWHAH
KEGG_2021_Human	Long-term potentiation	10/67	0.0033062190343627	0.0312380694970824	0	0	3.053571139297921	17.441845755192116	PPP1CC;PPP3CC;RAP1A;PRKCB;CAMK4;GNAQ;EP300;ITPR3;KRAS;PRKACB
KEGG_2021_Human	Chagas disease	13/102	0.0036807889740643	0.033617872629788	0	0	2.545089471493966	14.264280108049716	CCL3L1;CD3G;PIK3R1;CD3D;NFKB1;GNAO1;PPP2CA;PPP2R2B;GNAQ;CCL5;PPP2R2D;GNAS;FAS
KEGG_2021_Human	Measles	16/139	0.0038593320388349	0.0341115154400252	0	0	2.268753161069215	12.608053817769472	MX2;MX1;EIF2AK2;CBLB;ADAR;CD3G;PIK3R1;CD3D;NFKB1;BBC3;IFIH1;OAS3;BCL2;FAS;TAB2;IRF9
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	20/193	0.004561699217315	0.0390595495482604	0	0	2.018434619590689	10.879483886302816	GABARAPL1;TCF7;LEF1;EIF2AK2;ITPR3;PIK3R1;HLA-G;HIF1A;NFKB1;PPP3CC;CLEC2B;MAPKAPK2;FAS;EP300;E2F3;KRAS;GNB5;CCR5;IL6ST;IRF9
KEGG_2021_Human	Apoptosis	16/142	0.0047595124351637	0.0393381462415264	0	0	2.214381512431652	11.841648820609594	BCL2A1;TNFRSF10B;ITPR3;PIK3R1;TRAF1;NFKB1;BBC3;ERN1;BCL2L11;LMNA;CAPN2;BCL2;PMAIP1;FAS;KRAS;BIRC3
KEGG_2021_Human	NOD-like receptor signaling pathway	19/181	0.0048813758109923	0.0393381462415264	0	0	2.047008989125686	10.894853607823055	GBP5;GABARAPL1;HSP90AB1;RIPK2;ITPR3;TANK;NFKB1;AIM2;OAS3;CCL5;NAMPT;BCL2;TXNIP;TRPM7;TAB2;PKN2;DNM1L;IRF9;BIRC3
KEGG_2021_Human	Viral myocarditis	9/60	0.0050332614540865	0.0394032468119916	0	0	3.0696765791187324	16.243767968942787	HLA-DMA;HLA-DRB5;HLA-G;HLA-DQA2;HLA-DQA1;EIF4G2;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Human cytomegalovirus infection	22/225	0.0060471729065197	0.0460257048996225	0	0	1.8926559129398888	9.667997564126292	PTGER4;CCL3L1;PRKCB;CDKN2A;CGAS;ITPR3;PIK3R1;HLA-G;NFKB1;TAPBP;GNAO1;GNA13;PPP3CC;GNAQ;CCL5;GNAS;FAS;E2F3;KRAS;GNB5;CCR5;PRKACB
KEGG_2021_Human	RNA transport	19/186	0.0065253364254739	0.0483227616372934	0	0	1.9851916279173496	9.989608877479323	UPF2;RANBP2;EIF5B;PABPC4;NUP153;CASC3;SRRM1;FXR1;EIF2S3;EIF3J;EIF3E;NUP98;PABPC1;EIF1B;EIF4E;EIF4G2;EIF4B;EIF3A;PAIP1
KEGG_2021_Human	Lysine degradation	9/63	0.0069680474776378	0.0500556156381275	0	0	2.898677736777368	14.396051739970376	KMT2E;NSD3;SETD2;KMT2A;KMT2C;SETD7;PRDM2;ASH1L;ACAT1
KEGG_2021_Human	Protein export	5/23	0.0071247044156458	0.0500556156381275	0	0	4.822559232026144	23.843634850812727	SRP72;SEC61G;SRP68;SEC62;SEC63
KEGG_2021_Human	Toxoplasmosis	13/112	0.0081208966168736	0.0547531197922872	0	0	2.286793864571642	11.00705854732564	HLA-DRB5;NFKB1;GNAO1;HLA-DMA;BCL2;TAB2;CCR5;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;BIRC3;HLA-DQB1
KEGG_2021_Human	Chronic myeloid leukemia	10/76	0.0081929850784079	0.0547531197922872	0	0	2.635915946165253	12.664197455795389	SMAD3;CDKN2A;E2F3;PTPN11;KRAS;POLK;GAB2;PIK3R1;NFKB1;RUNX1
KEGG_2021_Human	Ubiquitin mediated proteolysis	15/140	0.0096659587339897	0.0630588736455524	0	0	2.090760667903525	9.699341845931318	CUL5;FBXW7;CUL3;HUWE1;WWP1;CBLB;UBE2G1;UBE2G2;PIAS1;UBE2J1;COP1;HERC1;CDC27;UBR5;BIRC3
KEGG_2021_Human	NF-kappa B signaling pathway	12/104	0.0112298616371059	0.0715577229899312	0	0	2.2702409202429314	10.191517480731674	CYLD;VCAM1;BCL2A1;PRKCB;BCL2;PRKCQ;TAB2;TRAF1;NFKB1;NFKB2;BIRC3;RELB
KEGG_2021_Human	Rheumatoid arthritis	11/93	0.0124609528980399	0.0775977521377939	0	0	2.333923177494252	10.2346155728609	HLA-DMA;HLA-DRB5;CSF1;CCL3L1;IL15;CCL5;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Dopaminergic synapse	14/132	0.0132173360360069	0.0804788905303532	0	0	2.065990166664049	8.937940323116848	PRKCB;ITPR3;PPP2R5C;GNAO1;PPP2CA;PPP1CC;PPP3CC;KIF5C;PPP2R2B;GNAQ;PPP2R2D;GNAS;GNB5;PRKACB
KEGG_2021_Human	Cell adhesion molecules	15/148	0.0155685801428742	0.0927339873594436	0	0	1.9641636558929791	8.17583217841697	NLGN4Y;HLA-DRB5;VCAM1;ITGA4;HLA-G;CD2;VCAN;HLA-DMA;CD8B;ICOS;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Long-term depression	8/60	0.0159069248390286	0.0927339873594436	0	0	2.673520028358738	11.071048416111037	GNA13;PPP2CA;GNAO1;PRKCB;GNAQ;GNAS;ITPR3;KRAS
KEGG_2021_Human	Transcriptional misregulation in cancer	18/192	0.0181284032287284	0.1024418254886791	0	0	1.8026944667201283	7.22930115016124	SMAD1;CCNT2;KMT2A;BCL11B;BCL2A1;JMJD1C;TRAF1;KLF3;NFKB1;RUNX1;BAIAP3;CDK9;ETV7;ZEB1;ID2;NFKBIZ;POLK;BIRC3
KEGG_2021_Human	Salmonella infection	22/249	0.0183224727541567	0.1024418254886791	0	0	1.6903795291978758	6.7608875260851855	HSP90AB1;RIPK2;TCF7;LEF1;RHOH;TNFRSF10B;GCC2;WASL;NFKB1;RHOB;CDC42;FYCO1;SNX18;KIF5C;MYO6;BCL2;TAB2;ACBD3;RAB5A;S100A10;ARL8B;BIRC3
KEGG_2021_Human	Colorectal cancer	10/86	0.0186937637753064	0.1024418254886791	0	0	2.2878699518880303	9.10472786845511	BCL2L11;SMAD3;LEF1;TCF7;BCL2;PMAIP1;KRAS;POLK;PIK3R1;BBC3
KEGG_2021_Human	TNF signaling pathway	12/112	0.0193532378906157	0.1039762192554651	0	0	2.0877335800185013	8.235890889893954	VCAM1;CSF1;IL15;CCL5;BCL3;FAS;TAB2;PIK3R1;TRAF1;DNM1L;NFKB1;BIRC3
KEGG_2021_Human	Osteoclast differentiation	13/127	0.0216215925415444	0.1134118993483743	0	0	1.984316114359974	7.607992615194146	CSF1;NCF1;NCF4;PIK3R1;GAB2;NFKB1;NFKB2;RELB;CYLD;PPP3CC;CAMK4;TAB2;IRF9
KEGG_2021_Human	Leukocyte transendothelial migration	12/114	0.0219373381951235	0.1134118993483743	0	0	2.046579964085541	7.817045514680846	CDC42;AFDN;RAP1A;VCAM1;NCF1;ITGA4;PRKCB;NCF4;RHOH;PTPN11;PIK3R1;EZR
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	10/89	0.0232200460247231	0.1178202335328544	0	0	2.2006381710438654	8.280427776597387	EML4;PPP3CC;CD3G;PRKCQ;PTPN11;KRAS;PIK3R1;CD3D;HIF1A;NFKB1
KEGG_2021_Human	Spinocerebellar ataxia	14/143	0.0248423924776039	0.1233839192478963	0	0	1.88871406915677	6.979183237425298	PSMD12;PRKCB;GTF2B;ATP2A2;RORA;ITPR3;PIK3R1;ERN1;AFG3L2;ATXN1;PSMC6;GNAQ;RB1CC1;ATG2A
KEGG_2021_Human	Pathways in cancer	40/531	0.0252171513791321	0.1233839192478963	0	0	1.4247722054918253	5.243490704221796	NOTCH2;PTGER4;HSP90AB1;MGST3;TCF7;LEF1;IL5RA;LPAR2;PIK3R1;HIF1A;BBC3;CDC42;GNA13;BCL2L11;EP300;PMAIP1;E2F3;POLK;PRKACB;GSTM4;IL15RA;SMAD3;PRKCB;CDKN2A;IL15;TRAF1;NFKB1;NFKB2;RUNX1;EML4;GNAQ;CCDC6;BCL2;GNAS;FAS;KRAS;GNB5;IL6ST;IL7R;BIRC3
KEGG_2021_Human	T cell receptor signaling pathway	11/104	0.0266521707131416	0.1281174522000141	0	0	2.056665275376145	7.455174446617687	CDC42;PPP3CC;CD8B;CBLB;PRKCQ;CD3G;KRAS;PIK3R1;ICOS;CD3D;NFKB1
KEGG_2021_Human	Neurotrophin signaling pathway	12/119	0.0295027532980586	0.1393750759253118	0	0	1.950426655830963	6.871883015724899	CDC42;RAP1A;RIPK2;CAMK4;MAPKAPK2;BCL2;RAPGEF1;PTPN11;KRAS;PIK3R1;SH2B3;NFKB1
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	11/106	0.0301424155342472	0.1399834212946398	0	0	2.013153030450433	7.049703461059708	MEF2A;GNA13;EGR1;PRKCB;GNAQ;BCL2;GNAS;PDE4B;ITPR3;PRKACB;MEF2D
KEGG_2021_Human	MAPK signaling pathway	24/294	0.0328749425144412	0.1500950584963144	0	0	1.5496933790666252	5.292271908355146	MAP4K1;MAP3K2;DUSP5;DUSP2;CSF1;PRKCB;DUSP8;MAPK8IP3;NFKB1;RELB;CDC25B;NFKB2;CDC42;NR4A1;PPM1A;PPP3CC;RAP1A;MAPKAPK2;MAP3K20;FAS;TAB2;KRAS;PRKACB;MAP4K4
KEGG_2021_Human	Hippo signaling pathway	15/163	0.0336586326838176	0.1500950584963144	0	0	1.763682745825603	5.981504833745083	SMAD1;SMAD3;TCF7;LEF1;PARD6G;BBC3;LATS1;PPP2CA;PPP1CC;PPP2R2B;ID2;PPP2R2D;YWHAG;YWHAH;BIRC3
KEGG_2021_Human	Renal cell carcinoma	8/69	0.0339631154261733	0.1500950584963144	0	0	2.2779783938958977	7.705216776108204	CDC42;RAP1A;RAPGEF1;EP300;PTPN11;KRAS;PIK3R1;HIF1A
KEGG_2021_Human	Apelin signaling pathway	13/137	0.0371475954173719	0.1590381428806234	0	0	1.8233198924731184	6.00393027857032	MEF2A;EGR1;GABARAPL1;SMAD3;PDE3B;ITPR3;GNA13;GNAQ;CAMK4;KRAS;GNB5;PRKACB;MEF2D
KEGG_2021_Human	Autophagy	13/137	0.0371475954173719	0.1590381428806234	0	0	1.8233198924731184	6.00393027857032	GABARAPL1;PIK3R1;HIF1A;TANK;ERN1;PPP2CA;VMP1;RB1CC1;ATG2A;BCL2;PRKCQ;KRAS;PRKACB
KEGG_2021_Human	Prostate cancer	10/97	0.0390687377127839	0.1633033412937978	0	0	1.9974315704566925	6.476537397688841	HSP90AB1;ZEB1;TCF7;LEF1;BCL2;EP300;E2F3;KRAS;PIK3R1;NFKB1
KEGG_2021_Human	Adherens junction	8/71	0.0393358413335425	0.1633033412937978	0	0	2.205427547363031	7.135923677862091	CDC42;PTPN1;AFDN;SMAD3;LEF1;TCF7;EP300;WASL
KEGG_2021_Human	Human papillomavirus infection	26/331	0.0407635750738594	0.1655227758676086	0	0	1.486170817521164	4.755696627410543	PTGER4;NOTCH2;TCF7;PARD6G;PIK3R1;OASL;PPP2CA;CDC42;EP300;PRKACB;ITGA4;MX2;MX1;EIF2AK2;PPP2R5C;HLA-G;NFKB1;RBL1;NFX1;PPP2R2B;COL6A2;PPP2R2D;GNAS;FAS;KRAS;IRF9
KEGG_2021_Human	Notch signaling pathway	7/59	0.0410786451058298	0.1655227758676086	0	0	2.33717594560136	7.460889355252064	NOTCH2;TLE3;ADAM17;ATXN1;SNW1;EP300;CIR1
KEGG_2021_Human	Non-small cell lung cancer	8/72	0.0422233385140839	0.1676694891718697	0	0	2.170852534562212	6.870275385217341	EML4;KIF5C;PRKCB;CDKN2A;E2F3;KRAS;POLK;PIK3R1
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	10/100	0.0465719291090264	0.1805590363073218	0	0	1.930542731096748	5.9205060116004695	CDC42;EGR1;SMAD3;VCAM1;PRKCB;BCL2;KRAS;PIK3R1;NFKB1;PLCD1
KEGG_2021_Human	Cellular senescence	14/156	0.0467871955394885	0.1805590363073218	0	0	1.7146157762142828	5.250403348709289	SMAD3;CDKN2A;ITPR3;PIK3R1;HLA-G;NFKB1;PPP1CC;PPP3CC;RBL1;MAPKAPK2;CAPN2;TRPM7;E2F3;KRAS
KEGG_2021_Human	Lipid and atherosclerosis	18/215	0.0479377661852349	0.182429832427144	0	0	1.5902726950773227	4.831012526101382	VCAM1;HSP90AB1;NCF1;CCL3L1;NCF4;TNFRSF10B;PIK3R1;TANK;NFKB1;ERN1;CDC42;PPP3CC;RAP1A;CCL5;BCL2;FAS;TAB2;KRAS
KEGG_2021_Human	Thyroid cancer	5/37	0.0493749149841334	0.1853250233651035	0	0	2.7106789981617645	8.154570266149237	LEF1;TCF7;CCDC6;KRAS;POLK
KEGG_2021_Human	Amoebiasis	10/102	0.0520801441852931	0.1928372906320312	0	0	1.8883736801959128	5.580090430029717	PRKCB;GNAQ;GNAS;CTSG;SERPINB9;PIK3R1;PRKACB;RAB5A;NFKB1;SERPINB6
KEGG_2021_Human	GABAergic synapse	9/89	0.0539140513566425	0.1969660009562674	0	0	1.9539091328413285	5.706126168214729	NSF;GNAO1;GABARAPL1;SLC38A1;PRKCB;GNB5;PRKACB;GPHN;GLS
KEGG_2021_Human	Pancreatic cancer	8/76	0.0551585976387502	0.1988612599081259	0	0	2.0427216047709407	5.918872971692218	CDC42;SMAD3;CDKN2A;E2F3;KRAS;POLK;PIK3R1;NFKB1
KEGG_2021_Human	Thyroid hormone signaling pathway	11/121	0.0671097580311528	0.2359150965347285	0	0	1.73724584103512	4.693040771310056	NOTCH2;MED13;PRKCB;EP300;ATP2A2;KRAS;PIK3R1;ATP1A1;PRKACB;HIF1A;PLCD1
KEGG_2021_Human	GnRH signaling pathway	9/93	0.0675479840613235	0.2359150965347285	0	0	1.860470479704797	5.013813632914036	CDC42;MAP3K2;EGR1;PRKCB;GNAQ;GNAS;ITPR3;KRAS;PRKACB
KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	6/53	0.0680193161541735	0.2359150965347285	0	0	2.214958210182231	5.953726940505244	PRKCB;GNAQ;GNAS;ATP1A1;ATP2B1;PRKACB
KEGG_2021_Human	Insulin resistance	10/108	0.0711299538847533	0.2436200920552801	0	0	1.7721936419997362	4.6843450643132245	PPP1CC;SREBF1;PTPN1;PRKCB;GFPT1;OGA;PRKCQ;PTPN11;PIK3R1;NFKB1
KEGG_2021_Human	Acute myeloid leukemia	7/67	0.0724658088160759	0.2445530585028464	0	0	2.024693063228975	5.31409127390917	BCL2A1;LEF1;TCF7;KRAS;PIK3R1;NFKB1;RUNX1
KEGG_2021_Human	Phagosome	13/152	0.073187411668735	0.2445530585028464	0	0	1.625259792166267	4.249618534231336	HLA-DRB5;NCF1;TFRC;NCF4;HLA-G;HLA-DMA;SEC61G;HLA-DQA2;RAB5A;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	HIF-1 signaling pathway	10/109	0.0746812937975162	0.2465382469942103	0	0	1.7541994273296213	4.551315384700162	PFKFB3;TFRC;PRKCB;BCL2;EP300;PIK3R1;ENO2;HIF1A;EIF4E;NFKB1
KEGG_2021_Human	Renin secretion	7/69	0.0820480507164629	0.267632927337034	0	0	1.9591724588605717	4.898813203802108	PTGER4;PPP3CC;GNAQ;PDE3B;GNAS;ITPR3;PRKACB
KEGG_2021_Human	Aldosterone synthesis and secretion	9/98	0.0873807605440121	0.2783991673146432	0	0	1.7554832289895932	4.278955527178711	NR4A1;PRKCB;GNAQ;CAMK4;GNAS;ITPR3;ATP1A1;ATP2B1;PRKACB
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	9/98	0.0873807605440121	0.2783991673146432	0	0	1.7554832289895932	4.278955527178711	PTGER4;PPP1CC;PRKCB;GNAQ;GNAS;PRKCQ;ITPR3;PIK3R1;PRKACB
KEGG_2021_Human	Cholinergic synapse	10/113	0.089977097080427	0.2833761448280116	0	0	1.6857165909152032	4.059542893022961	GNAO1;PRKCB;GNAQ;CAMK4;BCL2;ITPR3;KRAS;PIK3R1;GNB5;PRKACB
KEGG_2021_Human	Glutamatergic synapse	10/114	0.094074006711056	0.2929122481685154	0	0	1.669418992826195	3.945961435472353	GNAO1;SLC38A1;PPP3CC;PRKCB;GNAQ;GNAS;ITPR3;GNB5;PRKACB;GLS
KEGG_2021_Human	Melanogenesis	9/101	0.1007763809397823	0.3102553750280939	0	0	1.69796847424996	3.8965851042459194	GNAO1;PRKCB;GNAQ;TCF7;LEF1;GNAS;EP300;KRAS;PRKACB
KEGG_2021_Human	VEGF signaling pathway	6/59	0.1020679250111958	0.3107401272563073	0	0	1.9635833434587144	4.481126449614181	CDC42;PPP3CC;PRKCB;MAPKAPK2;KRAS;PIK3R1
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	11/131	0.1034145879977499	0.3110607371199645	0	0	1.591628157732594	3.6114190024423256	PPP3CC;KLRC2;PRKCB;KLRC3;SH2D1A;TNFRSF10B;FAS;PTPN11;KRAS;PIK3R1;HLA-G
KEGG_2021_Human	Chemokine signaling pathway	15/192	0.1044437511497691	0.3110607371199645	0	0	1.4724379736486275	3.32639437234257	NCF1;CCL3L1;PRKCB;PIK3R1;NFKB1;CDC42;RAP1A;GNAQ;CCL5;CXCR3;XCL2;KRAS;GNB5;CCR5;PRKACB
